country,year,sex,age,suicides_no,population,suicides/100k_pop,country-year,_gdp_for_year__$_,gdp_for_capita_$,generation
Philippines,1992,female,75+ years,2,385751,0.52,Philippines1992,52976344929,958,G.I. Generation
Philippines,1992,female,55-74 years,7,2109209,0.33,Philippines1992,52976344929,958,Silent
Philippines,1993,male,75+ years,9,268392,3.35,Philippines1993,54368083953,957,G.I. Generation
Philippines,1993,female,75+ years,10,395945,2.53,Philippines1993,54368083953,957,G.I. Generation
Philippines,1993,male,55-74 years,40,1875192,2.13,Philippines1993,54368083953,957,Silent
Philippines,1993,female,55-74 years,21,2175656,0.97,Philippines1993,54368083953,957,Silent
Philippines,1997,male,75+ years,13,288929,4.5,Philippines1997,82344260571,1312,G.I. Generation
Philippines,1997,male,55-74 years,66,2136927,3.09,Philippines1997,82344260571,1312,Silent
Philippines,1997,female,75+ years,4,450881,0.89,Philippines1997,82344260571,1312,G.I. Generation
Philippines,1997,female,55-74 years,20,2461814,0.81,Philippines1997,82344260571,1312,Silent
Philippines,1998,male,75+ years,18,295869,6.08,Philippines1998,72207028767,1124,G.I. Generation
Philippines,1998,male,55-74 years,69,2209911,3.12,Philippines1998,72207028767,1124,Silent
Philippines,1998,female,55-74 years,23,2539996,0.91,Philippines1998,72207028767,1124,Silent
Philippines,1998,female,75+ years,2,466825,0.43,Philippines1998,72207028767,1124,G.I. Generation
Philippines,1999,male,75+ years,14,299370,4.68,Philippines1999,82995145792,1262,G.I. Generation
Philippines,1999,male,55-74 years,79,2287574,3.45,Philippines1999,82995145792,1262,Silent
Philippines,1999,female,75+ years,13,479461,2.71,Philippines1999,82995145792,1262,G.I. Generation
Philippines,1999,female,55-74 years,21,2623906,0.8,Philippines1999,82995145792,1262,Silent
Philippines,2000,male,75+ years,20,299136,6.69,Philippines2000,81026300311,1205,G.I. Generation
Philippines,2000,male,55-74 years,121,2370016,5.11,Philippines2000,81026300311,1205,Silent
Philippines,2000,female,75+ years,10,488377,2.05,Philippines2000,81026300311,1205,G.I. Generation
Philippines,2000,female,55-74 years,27,2713829,0.99,Philippines2000,81026300311,1205,Silent
Philippines,2001,male,75+ years,20,309681,6.46,Philippines2001,76262072468,1109,Silent
Philippines,2001,male,55-74 years,104,2445998,4.25,Philippines2001,76262072468,1109,Silent
Philippines,2001,female,55-74 years,34,2797077,1.22,Philippines2001,76262072468,1109,Silent
Philippines,2001,female,75+ years,4,505269,0.79,Philippines2001,76262072468,1109,Silent
Philippines,2002,male,75+ years,20,316845,6.31,Philippines2002,81357605642,1158,Silent
Philippines,2002,male,55-74 years,93,2525030,3.68,Philippines2002,81357605642,1158,Silent
Philippines,2002,female,75+ years,11,518398,2.12,Philippines2002,81357605642,1158,Silent
Philippines,2002,female,55-74 years,27,2885746,0.94,Philippines2002,81357605642,1158,Silent
Philippines,2003,male,75+ years,25,321984,7.76,Philippines2003,83908206648,1169,Silent
Philippines,2003,male,55-74 years,107,2610718,4.1,Philippines2003,83908206648,1169,Silent
Philippines,2003,female,75+ years,13,529230,2.46,Philippines2003,83908206648,1169,Silent
Philippines,2003,female,55-74 years,26,2983062,0.87,Philippines2003,83908206648,1169,Silent
Philippines,2006,male,75+ years,33,355935,9.27,Philippines2006,122210716310,1599,Silent
Philippines,2006,male,55-74 years,162,2986225,5.42,Philippines2006,122210716310,1599,Silent
Philippines,2006,female,75+ years,10,581896,1.72,Philippines2006,122210716310,1599,Silent
Philippines,2006,female,55-74 years,39,3408683,1.14,Philippines2006,122210716310,1599,Silent
Philippines,2007,male,75+ years,19,381376,4.98,Philippines2007,149359918060,1915,Silent
Philippines,2007,male,55-74 years,131,3162355,4.14,Philippines2007,149359918060,1915,Silent
Philippines,2007,female,75+ years,5,616190,0.81,Philippines2007,149359918060,1915,Silent
Philippines,2008,male,75+ years,29,407854,7.11,Philippines2008,174195136253,2188,Silent
Philippines,2008,male,55-74 years,144,3349085,4.3,Philippines2008,174195136253,2188,Silent
Philippines,2008,female,75+ years,12,654125,1.83,Philippines2008,174195136253,2188,Silent
Philippines,2009,male,75+ years,30,435025,6.9,Philippines2009,168334601260,2073,Silent
Philippines,2009,male,55-74 years,171,3542917,4.83,Philippines2009,168334601260,2073,Silent
Philippines,2009,female,75+ years,6,696919,0.86,Philippines2009,168334601260,2073,Silent
Philippines,2010,male,75+ years,42,463487,9.06,Philippines2010,199590775189,2412,Silent
Philippines,2010,female,75+ years,10,745830,1.34,Philippines2010,199590775189,2412,Silent
Philippines,2011,male,75+ years,64,493450,12.97,Philippines2011,224143083707,2662,Silent
Philippines,2011,female,75+ years,14,782366,1.79,Philippines2011,224143083707,2662,Silent
Poland,1990,male,75+ years,141,517200,27.26,Poland1990,65977749037,1876,G.I. Generation
Poland,1990,female,75+ years,77,1041700,7.39,Poland1990,65977749037,1876,G.I. Generation
Poland,1990,female,25-34 years,126,2933900,4.29,Poland1990,65977749037,1876,Boomers
Poland,1990,female,15-24 years,72,2596300,2.77,Poland1990,65977749037,1876,Generation X
Poland,1990,male,5-14 years,33,3383600,0.98,Poland1990,65977749037,1876,Generation X
Poland,1990,female,5-14 years,7,3237900,0.22,Poland1990,65977749037,1876,Generation X
Poland,1991,male,75+ years,152,499800,30.41,Poland1991,85500935935,2416,G.I. Generation
Poland,1991,female,75+ years,57,1021800,5.58,Poland1991,85500935935,2416,G.I. Generation
Poland,1991,female,25-34 years,114,2837200,4.02,Poland1991,85500935935,2416,Boomers
Poland,1991,female,15-24 years,64,2661500,2.4,Poland1991,85500935935,2416,Generation X
Poland,1991,male,5-14 years,39,3384700,1.15,Poland1991,85500935935,2416,Millenials
Poland,1991,female,5-14 years,8,3240000,0.25,Poland1991,85500935935,2416,Millenials
Poland,1992,female,75+ years,83,996400,8.33,Poland1992,94337050693,2650,G.I. Generation
Poland,1992,female,25-34 years,128,2739400,4.67,Poland1992,94337050693,2650,Boomers
Poland,1992,female,15-24 years,87,2734300,3.18,Poland1992,94337050693,2650,Generation X
Poland,1992,male,5-14 years,39,3366400,1.16,Poland1992,94337050693,2650,Millenials
Poland,1992,female,5-14 years,3,3222300,0.09,Poland1992,94337050693,2650,Millenials
Poland,1993,female,75+ years,61,968700,6.3,Poland1993,96045645026,2683,G.I. Generation
Poland,1993,female,25-34 years,135,2644800,5.1,Poland1993,96045645026,2683,Boomers
Poland,1993,female,15-24 years,69,2807600,2.46,Poland1993,96045645026,2683,Generation X
Poland,1993,male,5-14 years,44,3336600,1.32,Poland1993,96045645026,2683,Millenials
Poland,1993,female,5-14 years,6,3192500,0.19,Poland1993,96045645026,2683,Millenials
Poland,1994,female,75+ years,57,958100,5.95,Poland1994,110803391517,3081,G.I. Generation
Poland,1994,female,25-34 years,108,2564400,4.21,Poland1994,110803391517,3081,Boomers
Poland,1994,female,15-24 years,77,2884300,2.67,Poland1994,110803391517,3081,Generation X
Poland,1994,male,5-14 years,35,3290500,1.06,Poland1994,110803391517,3081,Millenials
Poland,1994,female,5-14 years,5,3146900,0.16,Poland1994,110803391517,3081,Millenials
Poland,1995,female,75+ years,62,968300,6.4,Poland1995,142137319588,3937,G.I. Generation
Poland,1995,female,25-34 years,88,2506900,3.51,Poland1995,142137319588,3937,Generation X
Poland,1995,female,15-24 years,88,2959000,2.97,Poland1995,142137319588,3937,Generation X
Poland,1995,male,5-14 years,60,3229600,1.86,Poland1995,142137319588,3937,Millenials
Poland,1995,female,5-14 years,6,3085600,0.19,Poland1995,142137319588,3937,Millenials
Poland,1996,female,75+ years,61,984000,6.2,Poland1996,159942880457,4413,G.I. Generation
Poland,1996,female,25-34 years,79,2480100,3.19,Poland1996,159942880457,4413,Generation X
Poland,1996,female,15-24 years,88,3021300,2.91,Poland1996,159942880457,4413,Generation X
Poland,1996,male,5-14 years,52,3166700,1.64,Poland1996,159942880457,4413,Millenials
Poland,1996,female,5-14 years,12,3022500,0.4,Poland1996,159942880457,4413,Millenials
Poland,1999,female,75+ years,68,1096400,6.2,Poland1999,169717677901,4640,G.I. Generation
Poland,1999,female,25-34 years,74,2523100,2.93,Poland1999,169717677901,4640,Generation X
Poland,1999,female,15-24 years,84,3186200,2.64,Poland1999,169717677901,4640,Generation X
Poland,1999,male,5-14 years,32,2884500,1.11,Poland1999,169717677901,4640,Millenials
Poland,1999,female,5-14 years,4,2748300,0.15,Poland1999,169717677901,4640,Millenials
Poland,2000,female,75+ years,85,1152491,7.38,Poland2000,171885598583,4744,G.I. Generation
Poland,2000,female,25-34 years,92,2524634,3.64,Poland2000,171885598583,4744,Generation X
Poland,2000,female,15-24 years,96,3161840,3.04,Poland2000,171885598583,4744,Generation X
Poland,2000,male,5-14 years,37,2774433,1.33,Poland2000,171885598583,4744,Millenials
Poland,2000,female,5-14 years,9,2647383,0.34,Poland2000,171885598583,4744,Millenials
Poland,2001,male,75+ years,160,565914,28.27,Poland2001,190521263343,5249,Silent
Poland,2001,female,75+ years,59,1206688,4.89,Poland2001,190521263343,5249,Silent
Poland,2001,female,25-34 years,83,2583962,3.21,Poland2001,190521263343,5249,Generation X
Poland,2001,female,15-24 years,76,3172760,2.4,Poland2001,190521263343,5249,Millenials
Poland,2001,male,5-14 years,35,2668508,1.31,Poland2001,190521263343,5249,Millenials
Poland,2001,female,5-14 years,3,2546175,0.12,Poland2001,190521263343,5249,Millenials
Poland,2002,male,75+ years,170,592292,28.7,Poland2002,198680637255,5466,Silent
Poland,2002,female,75+ years,95,1256585,7.56,Poland2002,198680637255,5466,Silent
Poland,2002,female,15-24 years,84,3157831,2.66,Poland2002,198680637255,5466,Millenials
Poland,2002,female,25-34 years,68,2648168,2.57,Poland2002,198680637255,5466,Generation X
Poland,2002,male,5-14 years,31,2574352,1.2,Poland2002,198680637255,5466,Millenials
Poland,2002,female,5-14 years,10,2456261,0.41,Poland2002,198680637255,5466,Millenials
Poland,2003,male,75+ years,182,615086,29.59,Poland2003,217513049292,5983,Silent
Poland,2003,female,75+ years,78,1298600,6.01,Poland2003,217513049292,5983,Silent
Poland,2003,female,25-34 years,80,2716171,2.95,Poland2003,217513049292,5983,Generation X
Poland,2003,female,15-24 years,76,3138681,2.42,Poland2003,217513049292,5983,Millenials
Poland,2003,male,5-14 years,16,2481651,0.64,Poland2003,217513049292,5983,Millenials
Poland,2003,female,5-14 years,5,2367792,0.21,Poland2003,217513049292,5983,Millenials
Poland,2004,female,75+ years,83,1352245,6.14,Poland2004,255102252843,7014,Silent
Poland,2004,female,25-34 years,84,2786872,3.01,Poland2004,255102252843,7014,Generation X
Poland,2004,female,15-24 years,84,3103522,2.71,Poland2004,255102252843,7014,Millenials
Poland,2004,male,5-14 years,26,2390714,1.09,Poland2004,255102252843,7014,Millenials
Poland,2004,female,5-14 years,10,2280196,0.44,Poland2004,255102252843,7014,Millenials
Portugal,1985,male,35-54 years,185,1103803,16.76,Portugal1985,27118476174,2912,Silent
Portugal,1985,female,75+ years,39,288221,13.53,Portugal1985,27118476174,2912,G.I. Generation
Portugal,1985,male,25-34 years,87,703271,12.37,Portugal1985,27118476174,2912,Boomers
Portugal,1985,female,55-74 years,98,982911,9.97,Portugal1985,27118476174,2912,G.I. Generation
Portugal,1985,male,15-24 years,81,849013,9.54,Portugal1985,27118476174,2912,Generation X
Portugal,1985,female,35-54 years,77,1216115,6.33,Portugal1985,27118476174,2912,Silent
Portugal,1985,female,15-24 years,41,832177,4.93,Portugal1985,27118476174,2912,Generation X
Portugal,1985,female,25-34 years,31,712806,4.35,Portugal1985,27118476174,2912,Boomers
Portugal,1985,male,5-14 years,6,846549,0.71,Portugal1985,27118476174,2912,Generation X
Portugal,1985,female,5-14 years,4,812968,0.49,Portugal1985,27118476174,2912,Generation X
Portugal,1986,female,75+ years,36,298812,12.05,Portugal1986,38749715722,4145,G.I. Generation
Portugal,1986,female,55-74 years,93,992408,9.37,Portugal1986,38749715722,4145,G.I. Generation
Portugal,1986,male,25-34 years,65,713499,9.11,Portugal1986,38749715722,4145,Boomers
Portugal,1986,male,15-24 years,61,842205,7.24,Portugal1986,38749715722,4145,Generation X
Portugal,1986,female,35-54 years,74,1221937,6.06,Portugal1986,38749715722,4145,Silent
Portugal,1986,female,25-34 years,32,723861,4.42,Portugal1986,38749715722,4145,Boomers
Portugal,1986,female,15-24 years,31,825030,3.76,Portugal1986,38749715722,4145,Generation X
Portugal,1986,male,5-14 years,6,833510,0.72,Portugal1986,38749715722,4145,Generation X
Portugal,1986,female,5-14 years,3,800747,0.37,Portugal1986,38749715722,4145,Generation X
Portugal,1987,female,75+ years,44,308299,14.27,Portugal1987,48187667853,5138,G.I. Generation
Portugal,1987,male,25-34 years,90,719493,12.51,Portugal1987,48187667853,5138,Boomers
Portugal,1987,male,15-24 years,80,833470,9.6,Portugal1987,48187667853,5138,Generation X
Portugal,1987,female,55-74 years,79,1003976,7.87,Portugal1987,48187667853,5138,G.I. Generation
Portugal,1987,female,35-54 years,69,1230247,5.61,Portugal1987,48187667853,5138,Silent
Portugal,1987,female,25-34 years,33,731428,4.51,Portugal1987,48187667853,5138,Boomers
Portugal,1987,female,15-24 years,24,816075,2.94,Portugal1987,48187667853,5138,Generation X
Portugal,1987,male,5-14 years,3,819857,0.37,Portugal1987,48187667853,5138,Generation X
Portugal,1987,female,5-14 years,2,787188,0.25,Portugal1987,48187667853,5138,Generation X
Portugal,1988,male,35-54 years,171,1140322,15.0,Portugal1988,56352797354,5995,Silent
Portugal,1988,female,75+ years,31,317051,9.78,Portugal1988,56352797354,5995,G.I. Generation
Portugal,1988,male,25-34 years,67,721919,9.28,Portugal1988,56352797354,5995,Boomers
Portugal,1988,female,55-74 years,77,1016425,7.58,Portugal1988,56352797354,5995,G.I. Generation
Portugal,1988,male,15-24 years,56,825467,6.78,Portugal1988,56352797354,5995,Generation X
Portugal,1988,female,35-54 years,39,1239967,3.15,Portugal1988,56352797354,5995,Silent
Portugal,1988,female,15-24 years,25,807953,3.09,Portugal1988,56352797354,5995,Generation X
Portugal,1988,female,25-34 years,21,735778,2.85,Portugal1988,56352797354,5995,Boomers
Portugal,1988,male,5-14 years,4,803134,0.5,Portugal1988,56352797354,5995,Generation X
Portugal,1988,female,5-14 years,3,770232,0.39,Portugal1988,56352797354,5995,Generation X
Portugal,1989,female,75+ years,40,325797,12.28,Portugal1989,60600056659,6436,G.I. Generation
Portugal,1989,male,25-34 years,80,719910,11.11,Portugal1989,60600056659,6436,Boomers
Portugal,1989,male,35-54 years,108,1156015,9.34,Portugal1989,60600056659,6436,Silent
Portugal,1989,female,55-74 years,77,1028424,7.49,Portugal1989,60600056659,6436,G.I. Generation
Portugal,1989,male,15-24 years,58,820559,7.07,Portugal1989,60600056659,6436,Generation X
Portugal,1989,female,35-54 years,46,1251913,3.67,Portugal1989,60600056659,6436,Silent
Portugal,1989,female,15-24 years,18,802614,2.24,Portugal1989,60600056659,6436,Generation X
Portugal,1989,female,25-34 years,14,736665,1.9,Portugal1989,60600056659,6436,Boomers
Portugal,1989,female,5-14 years,3,748772,0.4,Portugal1989,60600056659,6436,Generation X
Portugal,1989,male,5-14 years,1,781980,0.13,Portugal1989,60600056659,6436,Generation X
Portugal,1990,female,75+ years,53,332685,15.93,Portugal1990,78721607509,8356,G.I. Generation
Portugal,1990,male,25-34 years,106,712455,14.88,Portugal1990,78721607509,8356,Boomers
Portugal,1990,male,35-54 years,151,1171924,12.88,Portugal1990,78721607509,8356,Silent
Portugal,1990,male,15-24 years,62,821204,7.55,Portugal1990,78721607509,8356,Generation X
Portugal,1990,female,55-74 years,68,1042954,6.52,Portugal1990,78721607509,8356,G.I. Generation
Portugal,1990,female,35-54 years,55,1264949,4.35,Portugal1990,78721607509,8356,Silent
Portugal,1990,female,25-34 years,27,732012,3.69,Portugal1990,78721607509,8356,Boomers
Portugal,1990,female,15-24 years,25,802513,3.12,Portugal1990,78721607509,8356,Generation X
Portugal,1990,male,5-14 years,5,753794,0.66,Portugal1990,78721607509,8356,Generation X
Portugal,1990,female,5-14 years,0,721051,0.0,Portugal1990,78721607509,8356,Generation X
Portugal,1991,male,25-34 years,126,710104,17.74,Portugal1991,89242382961,9483,Boomers
Portugal,1991,male,35-54 years,156,1181062,13.21,Portugal1991,89242382961,9483,Boomers
Portugal,1991,female,75+ years,36,337928,10.65,Portugal1991,89242382961,9483,G.I. Generation
Portugal,1991,female,55-74 years,86,1057252,8.13,Portugal1991,89242382961,9483,Silent
Portugal,1991,male,15-24 years,58,823743,7.04,Portugal1991,89242382961,9483,Generation X
Portugal,1991,female,35-54 years,63,1272662,4.95,Portugal1991,89242382961,9483,Boomers
Portugal,1991,female,25-34 years,29,729991,3.97,Portugal1991,89242382961,9483,Boomers
Portugal,1991,female,15-24 years,17,804231,2.11,Portugal1991,89242382961,9483,Generation X
Portugal,1991,female,5-14 years,3,689186,0.44,Portugal1991,89242382961,9483,Millenials
Portugal,1991,male,5-14 years,1,720752,0.14,Portugal1991,89242382961,9483,Millenials
Portugal,1992,male,25-34 years,93,714020,13.02,Portugal1992,107602689041,11445,Boomers
Portugal,1992,male,35-54 years,145,1188870,12.2,Portugal1992,107602689041,11445,Boomers
Portugal,1992,female,75+ years,40,344289,11.62,Portugal1992,107602689041,11445,G.I. Generation
Portugal,1992,female,55-74 years,84,1069050,7.86,Portugal1992,107602689041,11445,Silent
Portugal,1992,male,15-24 years,47,823502,5.71,Portugal1992,107602689041,11445,Generation X
Portugal,1992,female,35-54 years,62,1279526,4.85,Portugal1992,107602689041,11445,Boomers
Portugal,1992,female,25-34 years,33,732876,4.5,Portugal1992,107602689041,11445,Boomers
Portugal,1992,female,15-24 years,17,803379,2.12,Portugal1992,107602689041,11445,Generation X
Portugal,1992,male,5-14 years,5,689877,0.72,Portugal1992,107602689041,11445,Millenials
Portugal,1992,female,5-14 years,0,659097,0.0,Portugal1992,107602689041,11445,Millenials
Portugal,1993,male,35-54 years,143,1200800,11.91,Portugal1993,95019103603,10098,Boomers
Portugal,1993,male,25-34 years,74,719282,10.29,Portugal1993,95019103603,10098,Boomers
Portugal,1993,female,75+ years,34,349176,9.74,Portugal1993,95019103603,10098,G.I. Generation
Portugal,1993,female,55-74 years,68,1082362,6.28,Portugal1993,95019103603,10098,Silent
Portugal,1993,male,15-24 years,36,820793,4.39,Portugal1993,95019103603,10098,Generation X
Portugal,1993,female,35-54 years,51,1290364,3.95,Portugal1993,95019103603,10098,Boomers
Portugal,1993,female,25-34 years,24,736460,3.26,Portugal1993,95019103603,10098,Boomers
Portugal,1993,female,15-24 years,16,800378,2.0,Portugal1993,95019103603,10098,Generation X
Portugal,1993,male,5-14 years,2,665003,0.3,Portugal1993,95019103603,10098,Millenials
Portugal,1993,female,5-14 years,1,634972,0.16,Portugal1993,95019103603,10098,Millenials
Portugal,1994,male,35-54 years,159,1215121,13.09,Portugal1994,99698453261,10566,Boomers
Portugal,1994,male,25-34 years,87,726847,11.97,Portugal1994,99698453261,10566,Boomers
Portugal,1994,female,75+ years,41,354798,11.56,Portugal1994,99698453261,10566,G.I. Generation
Portugal,1994,female,55-74 years,62,1095880,5.66,Portugal1994,99698453261,10566,Silent
Portugal,1994,male,15-24 years,40,816152,4.9,Portugal1994,99698453261,10566,Generation X
Portugal,1994,female,35-54 years,40,1303044,3.07,Portugal1994,99698453261,10566,Boomers
Portugal,1994,female,25-34 years,17,741575,2.29,Portugal1994,99698453261,10566,Boomers
Portugal,1994,female,15-24 years,15,795915,1.88,Portugal1994,99698453261,10566,Generation X
Portugal,1994,male,5-14 years,4,645578,0.62,Portugal1994,99698453261,10566,Millenials
Portugal,1994,female,5-14 years,0,616310,0.0,Portugal1994,99698453261,10566,Millenials
Portugal,1995,female,75+ years,45,365693,12.31,Portugal1995,118133634072,12469,G.I. Generation
Portugal,1995,male,35-54 years,143,1234099,11.59,Portugal1995,118133634072,12469,Boomers
Portugal,1995,male,25-34 years,79,734449,10.76,Portugal1995,118133634072,12469,Generation X
Portugal,1995,female,55-74 years,75,1103607,6.8,Portugal1995,118133634072,12469,Silent
Portugal,1995,male,15-24 years,48,810241,5.92,Portugal1995,118133634072,12469,Generation X
Portugal,1995,female,35-54 years,61,1319819,4.62,Portugal1995,118133634072,12469,Boomers
Portugal,1995,female,15-24 years,24,790668,3.04,Portugal1995,118133634072,12469,Generation X
Portugal,1995,female,25-34 years,21,746855,2.81,Portugal1995,118133634072,12469,Generation X
Portugal,1995,male,5-14 years,2,628984,0.32,Portugal1995,118133634072,12469,Millenials
Portugal,1995,female,5-14 years,1,600291,0.17,Portugal1995,118133634072,12469,Millenials
Portugal,1996,male,55-74 years,168,925062,18.16,Portugal1996,122629812841,12887,Silent
Portugal,1996,female,75+ years,39,377816,10.32,Portugal1996,122629812841,12887,G.I. Generation
Portugal,1996,male,35-54 years,112,1257099,8.91,Portugal1996,122629812841,12887,Boomers
Portugal,1996,male,25-34 years,52,742474,7.0,Portugal1996,122629812841,12887,Generation X
Portugal,1996,female,55-74 years,65,1106628,5.87,Portugal1996,122629812841,12887,Silent
Portugal,1996,male,15-24 years,34,802017,4.24,Portugal1996,122629812841,12887,Generation X
Portugal,1996,female,35-54 years,32,1341116,2.39,Portugal1996,122629812841,12887,Boomers
Portugal,1996,female,25-34 years,13,752776,1.73,Portugal1996,122629812841,12887,Generation X
Portugal,1996,female,15-24 years,12,782814,1.53,Portugal1996,122629812841,12887,Generation X
Portugal,1996,female,5-14 years,1,587063,0.17,Portugal1996,122629812841,12887,Millenials
Portugal,1996,male,5-14 years,0,615677,0.0,Portugal1996,122629812841,12887,Millenials
Portugal,1997,male,55-74 years,168,928588,18.09,Portugal1997,117046198971,12237,Silent
Portugal,1997,male,25-34 years,66,750974,8.79,Portugal1997,117046198971,12237,Generation X
Portugal,1997,male,35-54 years,110,1281488,8.58,Portugal1997,117046198971,12237,Boomers
Portugal,1997,female,75+ years,26,389094,6.68,Portugal1997,117046198971,12237,G.I. Generation
Portugal,1997,female,55-74 years,56,1110808,5.04,Portugal1997,117046198971,12237,Silent
Portugal,1997,male,15-24 years,34,792256,4.29,Portugal1997,117046198971,12237,Generation X
Portugal,1997,female,35-54 years,40,1364112,2.93,Portugal1997,117046198971,12237,Boomers
Portugal,1997,female,25-34 years,13,759306,1.71,Portugal1997,117046198971,12237,Generation X
Portugal,1997,female,15-24 years,9,772813,1.16,Portugal1997,117046198971,12237,Generation X
Portugal,1997,female,5-14 years,1,576490,0.17,Portugal1997,117046198971,12237,Millenials
Portugal,1997,male,5-14 years,1,605309,0.17,Portugal1997,117046198971,12237,Millenials
Portugal,1998,male,55-74 years,153,934335,16.38,Portugal1998,123981736420,12892,Silent
Portugal,1998,female,75+ years,34,401444,8.47,Portugal1998,123981736420,12892,G.I. Generation
Portugal,1998,male,35-54 years,104,1305246,7.97,Portugal1998,123981736420,12892,Boomers
Portugal,1998,male,25-34 years,45,758867,5.93,Portugal1998,123981736420,12892,Generation X
Portugal,1998,female,55-74 years,59,1116623,5.28,Portugal1998,123981736420,12892,Silent
Portugal,1998,male,15-24 years,29,781857,3.71,Portugal1998,123981736420,12892,Generation X
Portugal,1998,female,35-54 years,30,1385950,2.16,Portugal1998,123981736420,12892,Boomers
Portugal,1998,female,25-34 years,11,765333,1.44,Portugal1998,123981736420,12892,Generation X
Portugal,1998,female,15-24 years,6,761601,0.79,Portugal1998,123981736420,12892,Generation X
Portugal,1998,male,5-14 years,1,596248,0.17,Portugal1998,123981736420,12892,Millenials
Portugal,1998,female,5-14 years,0,567967,0.0,Portugal1998,123981736420,12892,Millenials
Portugal,1999,male,55-74 years,141,941388,14.98,Portugal1999,127465545493,13180,Silent
Portugal,1999,female,75+ years,45,414314,10.86,Portugal1999,127465545493,13180,G.I. Generation
Portugal,1999,male,35-54 years,108,1329116,8.13,Portugal1999,127465545493,13180,Boomers
Portugal,1999,male,25-34 years,40,767148,5.21,Portugal1999,127465545493,13180,Generation X
Portugal,1999,female,55-74 years,46,1123838,4.09,Portugal1999,127465545493,13180,Silent
Portugal,1999,male,15-24 years,21,769488,2.73,Portugal1999,127465545493,13180,Generation X
Portugal,1999,female,25-34 years,13,771565,1.68,Portugal1999,127465545493,13180,Generation X
Portugal,1999,female,35-54 years,23,1407201,1.63,Portugal1999,127465545493,13180,Boomers
Portugal,1999,female,15-24 years,8,748095,1.07,Portugal1999,127465545493,13180,Generation X
Portugal,1999,female,5-14 years,3,560516,0.54,Portugal1999,127465545493,13180,Millenials
Portugal,1999,male,5-14 years,1,588472,0.17,Portugal1999,127465545493,13180,Millenials
Portugal,2000,male,55-74 years,143,951836,15.02,Portugal2000,118358489958,12152,Silent
Portugal,2000,male,35-54 years,101,1354391,7.46,Portugal2000,118358489958,12152,Boomers
Portugal,2000,female,75+ years,31,429204,7.22,Portugal2000,118358489958,12152,G.I. Generation
Portugal,2000,male,25-34 years,40,776214,5.15,Portugal2000,118358489958,12152,Generation X
Portugal,2000,male,15-24 years,28,756755,3.7,Portugal2000,118358489958,12152,Generation X
Portugal,2000,female,55-74 years,38,1134765,3.35,Portugal2000,118358489958,12152,Silent
Portugal,2000,female,35-54 years,22,1428612,1.54,Portugal2000,118358489958,12152,Boomers
Portugal,2000,female,25-34 years,9,778058,1.16,Portugal2000,118358489958,12152,Generation X
Portugal,2000,female,15-24 years,7,734617,0.95,Portugal2000,118358489958,12152,Generation X
Portugal,2000,female,5-14 years,0,553311,0.0,Portugal2000,118358489958,12152,Millenials
Portugal,2000,male,5-14 years,0,581943,0.0,Portugal2000,118358489958,12152,Millenials
Portugal,2001,male,55-74 years,179,962517,18.6,Portugal2001,121545880984,12391,Silent
Portugal,2001,male,25-34 years,88,788070,11.17,Portugal2001,121545880984,12391,Generation X
Portugal,2001,male,35-54 years,145,1378448,10.52,Portugal2001,121545880984,12391,Boomers
Portugal,2001,female,75+ years,40,444610,9.0,Portugal2001,121545880984,12391,Silent
Portugal,2001,female,55-74 years,65,1145478,5.67,Portugal2001,121545880984,12391,Silent
Portugal,2001,male,15-24 years,41,739952,5.54,Portugal2001,121545880984,12391,Millenials
Portugal,2001,female,35-54 years,48,1448912,3.31,Portugal2001,121545880984,12391,Boomers
Portugal,2001,female,25-34 years,13,787868,1.65,Portugal2001,121545880984,12391,Generation X
Portugal,2001,female,15-24 years,8,717211,1.12,Portugal2001,121545880984,12391,Millenials
Portugal,2001,female,5-14 years,1,547872,0.18,Portugal2001,121545880984,12391,Millenials
Portugal,2001,male,5-14 years,1,578127,0.17,Portugal2001,121545880984,12391,Millenials
Portugal,2002,male,25-34 years,118,799894,14.75,Portugal2002,134228697534,13614,Generation X
Portugal,2002,female,75+ years,55,457011,12.03,Portugal2002,134228697534,13614,Silent
Portugal,2002,female,55-74 years,87,1154273,7.54,Portugal2002,134228697534,13614,Silent
Portugal,2002,male,15-24 years,50,716414,6.98,Portugal2002,134228697534,13614,Millenials
Portugal,2002,female,35-54 years,81,1468439,5.52,Portugal2002,134228697534,13614,Boomers
Portugal,2002,female,25-34 years,28,800649,3.5,Portugal2002,134228697534,13614,Generation X
Portugal,2002,female,15-24 years,10,694535,1.44,Portugal2002,134228697534,13614,Millenials
Portugal,2002,female,5-14 years,2,545281,0.37,Portugal2002,134228697534,13614,Millenials
Portugal,2002,male,5-14 years,2,576040,0.35,Portugal2002,134228697534,13614,Millenials
Portugal,2003,male,25-34 years,103,805301,12.79,Portugal2003,164964195260,16671,Generation X
Portugal,2003,female,75+ years,58,468138,12.39,Portugal2003,164964195260,16671,Silent
Portugal,2003,female,55-74 years,101,1165788,8.66,Portugal2003,164964195260,16671,Silent
Portugal,2003,male,15-24 years,39,693733,5.62,Portugal2003,164964195260,16671,Millenials
Portugal,2003,female,35-54 years,66,1483262,4.45,Portugal2003,164964195260,16671,Boomers
Portugal,2003,female,25-34 years,31,809290,3.83,Portugal2003,164964195260,16671,Generation X
